N,TimeConsumed(μs),MemoryUsed(KB)
29318,26809,10880
29319,26914,10880
29320,27020,10880
29321,26808,10880
29322,26924,10880
29323,27135,10880
29324,26893,10880
29325,26993,10880
29326,26911,10880
29327,26849,10880
29328,26820,10880
29329,26798,10880
29330,26917,10880
29331,26782,10880
29332,26876,10880
29333,26946,10880
29334,27024,10880
29335,26789,10880
29336,26782,10880
29337,26766,10880
29338,26797,10880
29339,26801,10880
29340,26891,10880
29341,26921,10880
29342,26966,10880
29343,26771,10880
29344,26894,10880
29345,26879,10880
29346,26778,10880
29347,26746,10880
29348,26860,10880
29349,27397,10880
29350,27079,10880
29351,27027,10880
29352,26819,10880
29353,26879,10880
29354,26869,10880
29355,26839,10880
29356,26787,10880
29357,26700,10880
29358,26793,10880
29359,26772,10880
29360,26814,10880
29361,26678,10880
29362,26888,10880
29363,26872,10880
29364,26793,10880
29365,26832,10880
29366,26802,10880
29367,26783,10880
29368,26808,10880
29369,26774,10880
29370,26701,10880
29371,26810,10880
29372,26805,10880
29373,27035,10880
29374,27584,10880
29375,27017,10880
29376,26819,10880
29377,26912,10880
29378,27014,10880
29379,26920,10880
29380,26801,10880
29381,26809,10880
29382,26796,10880
29383,26840,10880
29384,26805,10880
29385,27051,10880
29386,26933,10880
29387,26919,10880
29388,26884,10880
29389,26843,10880
29390,26795,10880
29391,26939,10880
29392,26879,10880
29393,26836,10880
29394,26899,10880
29395,27357,10880
29396,26835,10880
29397,27468,10880
29398,26761,10880
29399,26921,10880
29400,26860,10880
29401,26887,10880
29402,26934,10880
29403,26815,10880
29404,26870,10880
29405,26820,10880
29406,26913,10880
29407,26946,10880
29408,27270,10880
29409,26923,10880
29410,26947,10880
29411,27102,10880
29412,26892,10880
29413,26894,10880
29414,26866,10880
29415,26936,10880
29416,26908,10880
29417,26870,10880
29418,26846,10880
29419,26873,10880
29420,26899,10880
29421,26892,10880
29422,26878,10880
29423,26920,10880
29424,27229,10880
29425,27454,10880
29426,27005,10880
29427,26879,10880
29428,26869,10880
29429,27935,10880
29430,27022,10880
29431,26869,10880
29432,26835,10880
29433,27536,10880
29434,27406,10880
29435,27384,10880
29436,27447,10880
29437,27294,10880
29438,27439,10880
29439,27204,10880
29440,27098,10880
29441,27115,10880
29442,27108,10880
29443,27142,10880
29444,26983,10880
29445,26869,10880
29446,27196,10880
29447,27278,10880
29448,26969,10880
29449,26921,10880
29450,27319,10880
29451,27291,10880
29452,27680,10880
29453,27148,10880
29454,27151,10880
29455,27099,10880
29456,27054,10880
29457,27334,10880
29458,26978,10880
29459,27002,10880
29460,26941,10880
29461,27365,10880
29462,27021,10880
29463,27209,10880
29464,26889,10880
29465,27138,10880
29466,27100,10880
29467,26981,10880
29468,27295,10880
29469,27006,10880
29470,26856,10880
29471,26964,10880
29472,27110,10880
29473,27117,10880
29474,27048,10880
29475,27118,10880
29476,27049,10880
29477,27079,10880
29478,27101,10880
29479,26999,10880
29480,27006,10880
29481,27247,10880
29482,26873,10880
29483,27084,10880
29484,26905,10880
29485,27471,10880
29486,27027,10880
29487,27093,10880
29488,26990,10880
29489,27440,10880
29490,26980,10880
29491,27108,10880
29492,26922,10880
29493,27083,10880
29494,26939,10880
29495,27119,10880
29496,26948,10880
29497,27334,10880
29498,27099,10880
29499,27239,10880
29500,27256,10880
29501,26947,10880
29502,27169,10880
29503,26967,10880
29504,27223,10880
29505,27120,10880
29506,26982,10880
29507,27066,10880
29508,27050,10880
29509,26986,10880
29510,26998,10880
29511,27232,10880
29512,27185,10880
29513,27016,10880
29514,27000,10880
29515,26965,10880
29516,26958,10880
29517,26960,10880
29518,27148,10880
29519,27075,10880
29520,27300,10880
29521,27032,10880
29522,27058,10880
29523,27097,10880
29524,26944,10880
29525,27148,10880
29526,27076,10880
29527,27065,10880
29528,27088,10880
29529,27056,10880
29530,27972,10880
29531,27132,10880
29532,27081,10880
29533,27177,10880
29534,27376,10880
29535,27740,10880
29536,27525,10880
29537,27963,10880
29538,27470,10880
29539,27131,10880
29540,27022,10880
29541,27058,10880
29542,27058,10880
29543,27068,10880
29544,27354,10880
29545,27040,10880
29546,27254,10880
29547,27044,10880
29548,27234,10880
29549,27085,10880
29550,27230,10880
29551,27050,10880
29552,27185,10880
29553,27085,10880
29554,27226,10880
29555,27051,10880
29556,26982,10880
29557,26998,10880
29558,27014,10880
29559,27028,10880
29560,27208,10880
29561,27177,10880
29562,27379,10880
29563,27018,10880
29564,27019,10880
29565,27077,10880
29566,27027,10880
29567,27053,10880
29568,26990,10880
29569,27091,10880
29570,27028,10880
29571,27225,10880
29572,27474,10880
29573,27558,10880
29574,27322,10880
29575,27265,10880
29576,27289,10880
29577,26965,10880
29578,27037,10880
29579,27062,10880
29580,27390,10880
29581,27297,10880
29582,27135,10880
29583,27666,10880
29584,27564,10880
29585,27311,10880
29586,27061,10880
29587,27069,10880
29588,27099,10880
29589,27384,10880
29590,27322,10880
29591,27716,10880
29592,27586,10880
29593,27729,10880
29594,35360,10880
29595,27277,10880
29596,27276,10880
29597,26975,10880
29598,32970,10880
29599,27413,10880
29600,27083,10880
29601,27170,10880
29602,27219,10880
29603,27223,10880
29604,27068,10880
29605,27154,10880
29606,27131,10880
29607,27403,10880
29608,27245,10880
29609,27237,10880
29610,27257,10880
29611,27462,10880
29612,27290,10880
29613,27239,10880
29614,27130,10880
29615,27093,10880
29616,27073,10880
29617,27047,10880
29618,27138,10880
29619,27067,10880
29620,27068,10880
29621,27136,10880
29622,27116,10880
29623,27086,10880
29624,27115,10880
29625,27022,10880
29626,27413,10880
29627,27476,10880
29628,27150,10880
29629,27282,10880
29630,27765,10880
29631,27945,10880
29632,27299,10880
29633,27821,10880
29634,27333,10880
29635,27702,10880
29636,28187,10880
29637,27652,10880
29638,27726,10880
29639,27850,10880
29640,27832,10880
29641,27908,10880
29642,27914,10880
29643,28406,10880
29644,27672,10880
29645,28071,10880
29646,27776,10880
29647,27158,10880
29648,27240,10880
29649,27089,10880
29650,27749,10880
29651,27373,10880
29652,28147,10880
29653,28114,10880
29654,28701,10880
29655,28007,10880
29656,27825,10880
29657,27956,10880
29658,27772,10880
29659,27925,10880
29660,27696,10880
29661,27999,10880
29662,28493,10880
29663,27949,10880
29664,28500,10880
29665,28408,10880
29666,28141,10880
29667,28635,10880
29668,28346,10880
29669,31566,10880
29670,27845,10880
29671,27215,10880
29672,27205,10880
29673,27187,10880
29674,27132,10880
29675,27140,10880
29676,27051,10880
29677,27165,10880
29678,27125,10880
29679,27162,10880
29680,27216,10880
29681,27327,10880
29682,27693,10880
29683,27280,10880
29684,27665,10880
29685,27569,10880
29686,27264,10880
29687,27655,10880
29688,27805,10880
29689,27133,10880
29690,27139,10880
29691,27320,10880
29692,27263,10880
29693,27299,10880
29694,27226,10880
29695,27217,10880
29696,27345,10880
29697,27179,10880
29698,27163,10880
29699,27398,10880
29700,27609,10880
29701,27108,10880
29702,27192,10880
29703,27174,10880
29704,27183,10880
29705,27179,10880
29706,27261,10880
29707,27451,10880
29708,27110,10880
29709,27249,10880
29710,27157,10880
29711,27153,10880
29712,27147,10880
29713,27172,10880
29714,27186,10880
29715,27183,10880
29716,27144,10880
29717,27194,10880
29718,27490,10880
29719,27388,10880
29720,27245,10880
29721,27372,10880
29722,27420,10880
29723,27353,10880
29724,27268,10880
29725,27245,10880
29726,27313,10880
29727,27302,10880
29728,27209,10880
29729,27466,10880
29730,27406,10880
29731,27355,10880
29732,27241,10880
29733,27388,10880
29734,27367,10880
29735,27200,10880
29736,27361,10880
29737,27241,10880
29738,27374,10880
29739,27453,10880
29740,27224,10880
29741,27302,10880
29742,27292,10880
29743,27236,10880
29744,27100,10880
29745,27226,10880
29746,27207,10880
29747,27215,10880
29748,27231,10880
29749,27198,10880
29750,27184,10880
29751,27219,10880
29752,69854,10880
29753,29430,10880
29754,28486,10880
29755,27891,10880
29756,28305,10880
29757,30893,10880
29758,27450,10880
29759,27363,10880
29760,28106,10880
29761,27405,10880
29762,27783,10880
29763,27287,10880
29764,27511,10880
29765,27302,10880
29766,27208,10880
29767,27225,10880
29768,27278,10880
29769,27278,10880
29770,27228,10880
29771,27386,10880
29772,27233,10880
29773,27195,10880
29774,27482,10880
29775,27511,10880
29776,27294,10880
29777,27369,10880
29778,27312,10880
29779,27561,10880
29780,27546,10880
29781,27414,10880
29782,27224,10880
29783,27446,10880
29784,27241,10880
29785,27437,10880
29786,27249,10880
29787,27984,10880
29788,27398,10880
29789,27302,10880
29790,27462,10880
29791,27234,10880
29792,27401,10880
29793,27392,10880
29794,27350,10880
29795,27564,10880
29796,27326,10880
29797,27163,10880
29798,27803,10880
29799,27370,10880
29800,27345,10880
29801,27509,10880
29802,27334,10880
29803,27252,10880
29804,27399,10880
29805,27342,10880
29806,27816,10880
29807,27600,10880
29808,27701,10880
29809,27335,10880
29810,27518,10880
29811,27487,10880
29812,27293,10880
29813,27429,10880
29814,27361,10880
29815,27304,10880
29816,27293,10880
29817,27150,10880
29818,27695,10880
29819,27695,10880
29820,27792,10880
29821,27339,10880
29822,27288,10880
29823,27629,10880
29824,27507,10880
29825,27493,10880
29826,27398,10880
29827,27763,10880
29828,27344,10880
29829,27365,10880
29830,27280,10880
29831,27397,10880
29832,27646,10880
29833,27450,10880
29834,27716,10880
29835,27501,10880
29836,27541,10880
29837,28168,10880
29838,28120,10880
29839,27339,10880
29840,27622,10880
29841,27718,10880
29842,27606,10880
29843,27777,10880
29844,27328,10880
29845,27558,10880
29846,27493,10880
29847,27702,10880
29848,27612,10880
29849,27714,10880
29850,27369,10880
29851,27538,10880
29852,27592,10880
29853,27737,10880
29854,27496,10880
29855,27628,10880
29856,27781,10880
29857,27657,10880
29858,27780,10880
29859,27835,10880
29860,27408,10880
29861,27776,10880
29862,27663,10880
29863,27691,10880
29864,27756,10880
29865,27751,10880
29866,27402,10880
29867,27630,10880
29868,27624,10880
29869,27652,10880
29870,27517,10880
29871,27523,10880
29872,27650,10880
29873,27669,10880
29874,27631,10880
29875,27684,10880
29876,27623,10880
29877,27715,10880
29878,27720,10880
29879,27692,10880
29880,27692,10880
29881,27721,10880
29882,27456,10880
29883,27886,10880
29884,27616,10880
29885,27701,10880
29886,27691,10880
29887,27852,10880
29888,27496,10880
29889,27556,10880
29890,27675,10880
29891,27660,10880
29892,27675,10880
29893,27664,10880
29894,27544,10880
29895,27505,10880
29896,27756,10880
29897,27639,10880
29898,27678,10880
29899,27532,10880
29900,27674,10880
29901,27649,10880
29902,27711,10880
29903,27656,10880
29904,27652,10880
29905,27691,10880
29906,27490,10880
29907,27824,10880
29908,27754,10880
29909,27696,10880
29910,27805,10880
29911,27799,10880
29912,27687,10880
29913,27690,10880
29914,29663,10880
29915,30901,10880
29916,29912,10880
29917,28858,10880
29918,28219,10880
29919,28841,10880
29920,27773,10880
29921,27404,10880
29922,27644,10880
29923,27722,10880
29924,27521,10880
29925,27571,10880
29926,27816,10880
29927,27596,10880
29928,27644,10880
29929,27669,10880
29930,27684,10880
29931,27775,10880
29932,27378,10880
29933,27686,10880
29934,27515,10880
29935,27851,10880
29936,27845,10880
29937,27718,10880
29938,27440,10880
29939,27599,10880
29940,27691,10880
29941,27648,10880
29942,27562,10880
29943,27788,10880
29944,28072,10880
29945,28113,10880
29946,27490,10880
29947,27604,10880
29948,27504,10880
29949,27739,10880
29950,27636,10880
29951,27774,10880
29952,27750,10880
29953,27627,10880
29954,27595,10880
29955,28203,10880
29956,27875,10880
29957,27825,10880
29958,27830,10880
29959,27835,10880
29960,27696,10880
29961,27447,10880
29962,27651,10880
29963,27719,10880
29964,27723,10880
29965,27799,10880
29966,28104,10880
29967,27860,10880
29968,27599,10880
29969,27789,10880
29970,27734,10880
29971,27718,10880
29972,27701,10880
29973,27649,10880
29974,27743,10880
29975,27478,10880
29976,27818,10880
29977,27543,10880
29978,27906,10880
29979,27682,10880
29980,28480,10880
29981,27909,10880
29982,27747,10880
29983,27720,10880
29984,27677,10880
29985,27935,10880
29986,27983,10880
29987,27651,10880
29988,27682,10880
29989,27732,10880
29990,28882,10880
29991,27897,10880
29992,28005,10880
29993,27695,10880
29994,27829,10880
29995,27843,10880
29996,27819,10880
29997,27816,10880
29998,27892,10880
29999,27774,10880
30000,27784,10880
30001,28235,10880
30002,28768,10880
30003,33222,10880
30004,33836,10880
30005,27611,10880
30006,27724,10880
30007,27738,10880
30008,27975,10880
30009,27829,10880
30010,27386,10880
30011,27898,10880
30012,27687,10880
30013,27847,10880
30014,27772,10880
30015,28042,10880
30016,27759,10880
30017,27773,10880
30018,27804,10880
30019,27807,10880
30020,27576,10880
30021,27329,10880
30022,27657,10880
30023,27516,10880
30024,27605,10880
30025,27553,10880
30026,27611,10880
30027,27773,10880
30028,27715,10880
30029,27785,10880
30030,27762,10880
30031,27835,10880
30032,28414,10880
30033,29025,10880
30034,29224,10880
30035,28927,10880
30036,28838,10880
30037,29211,10880
30038,28887,10880
30039,28002,10880
30040,28439,10880
30041,28134,10880
30042,28482,10880
30043,27999,10880
30044,28398,10880
30045,28109,10880
30046,28452,10880
30047,28236,10880
30048,28798,10880
30049,28935,10880
30050,28403,10880
30051,28560,10880
30052,29391,10880
30053,28931,10880
30054,28693,10880
30055,28395,10880
30056,28378,10880
30057,28175,10880
30058,28003,10880
30059,27982,10880
30060,27470,10880
30061,27932,10880
30062,27795,10880
30063,27802,10880
30064,27796,10880
30065,28299,10880
30066,28115,10880
30067,28032,10880
30068,27886,10880
30069,27876,10880
30070,27994,10880
30071,27849,10880
30072,27899,10880
30073,27923,10880
30074,27744,10880
30075,27835,10880
30076,27824,10880
30077,27833,10880
30078,28083,10880
30079,27860,10880
30080,28046,10880
30081,27865,10880
30082,27799,10880
30083,27971,10880
30084,27996,10880
30085,27888,10880
30086,28020,10880
30087,28088,10880
30088,27794,10880
30089,27592,10880
30090,27882,10880
30091,27858,10880
30092,28036,10880
30093,28028,10880
30094,27879,10880
30095,28014,10880
30096,27966,10880
30097,27732,10880
30098,27809,10880
30099,27790,10880
30100,27834,10880
30101,27853,10880
30102,27864,10880
30103,27766,10880
30104,27731,10880
30105,27622,10880
30106,27797,10880
30107,27863,10880
30108,27536,10880
30109,28025,10880
30110,27956,10880
30111,27873,10880
30112,27833,10880
30113,27866,10880
30114,27652,10880
30115,27621,10880
30116,27846,10880
30117,27716,10880
30118,27822,10880
30119,28037,10880
30120,28007,10880
30121,27876,10880
30122,27865,10880
30123,27861,10880
30124,27936,10880
30125,27757,10880
30126,27812,10880
30127,27844,10880
30128,27677,10880
30129,28041,10880
30130,63018,10880
30131,27960,10880
30132,28314,10880
30133,28040,10880
30134,28008,10880
30135,27859,10880
30136,27759,10880
30137,27791,10880
30138,28030,10880
30139,27830,10880
30140,28117,10880
30141,27847,10880
30142,27723,10880
30143,28023,10880
30144,28187,10880
30145,28034,10880
30146,27767,10880
30147,28048,10880
30148,27934,10880
30149,27936,10880
30150,27983,10880
30151,27939,10880
30152,28046,10880
30153,27874,10880
30154,27840,10880
30155,28022,10880
30156,28176,10880
30157,28060,10880
30158,28981,10880
30159,28962,10880
30160,28460,10880
30161,28751,10880
30162,28607,10880
30163,28513,10880
30164,28162,10880
30165,27573,10880
30166,27742,10880
30167,27972,10880
30168,28247,10880
30169,27807,10880
30170,27934,10880
30171,28978,10880
30172,28604,10880
30173,28174,10880
30174,27694,10880
30175,28037,10880
30176,27885,10880
30177,27993,10880
30178,27899,10880
30179,27930,10880
30180,28036,10880
30181,28228,10880
30182,27934,10880
30183,28065,10880
30184,28065,10880
30185,27922,10880
30186,28092,10880
30187,27919,10880
30188,27943,10880
30189,27942,10880
30190,28263,10880
30191,27759,10880
30192,27809,10880
30193,27889,10880
30194,27707,10880
30195,28165,10880
30196,27800,10880
30197,28216,10880
30198,28181,10880
30199,28138,10880
30200,27993,10880
30201,27955,10880
30202,27908,10880
30203,28000,10880
30204,28016,10880
30205,28233,10880
30206,27995,10880
30207,31546,10880
30208,27903,10880
30209,27941,10880
30210,27689,10880
30211,27704,10880
30212,27914,10880
30213,27924,10880
30214,27930,10880
30215,28722,10880
30216,27682,10880
30217,28145,10880
30218,28010,10880
30219,27749,10880
30220,28225,10880
30221,28246,10880
30222,27923,10880
30223,28167,10880
30224,27966,10880
30225,27859,10880
30226,27902,10880
30227,28027,10880
30228,27907,10880
30229,27980,10880
30230,28082,10880
30231,28022,10880
30232,27985,10880
30233,28041,10880
30234,28034,10880
30235,28029,10880
30236,28061,10880
30237,28026,10880
30238,28122,10880
30239,27989,10880
30240,27886,10880
30241,28273,10880
30242,28041,10880
30243,27871,10880
30244,28074,10880
30245,28060,10880
30246,27943,10880
30247,27965,10880
30248,28245,10880
30249,28004,10880
30250,28031,10880
30251,28101,10880
30252,29148,10880
30253,28027,10880
30254,28030,10880
30255,27998,10880
30256,28209,10880
30257,28088,10880
30258,28143,10880
30259,28077,10880
30260,28115,10880
30261,28040,10880
30262,28092,10880
30263,28040,10880
30264,29175,10880
30265,29295,10880
